,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
5747,349,FAMILY,4.6,11,17,1000,1,0,1,Education,5-Jul-18,3.3.2,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5748,2650,TOOLS,4.1,484,2.9,100000,1,0,1,Tools,6-Mar-18,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5749,577,TOOLS,4.0,202,2.9,50000,1,0,1,Tools,15-Mar-18,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5751,576,TOOLS,3.3,40,2.7,1000,0,1.99 ,1,Tools,7-Mar-18,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5752,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5755,344,TOOLS,4.0,9,4.7,500,1,0,1,Tools,17-May-18,2.7,6.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5758,6292,TOOLS,4.4,52,3.0,5000,1,0,1,Tools,17-Mar-18,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5759,6728,TOOLS,4.2,294,3.0,50000,1,0,1,Tools,10-Mar-18,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5760,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5761,476,BUSINESS,3.1,20973,31,5000000,1,0,1,Business,1-Aug-18,8.2.0.84,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,7230,BOOKS_AND_REFERENCE,5.0,5,4.3,1000,1,0,1,Books & Reference,8-Oct-16,1,2.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,5183,GAME,4.2,492,63,100000,1,0,4,Action,6-Apr-17,1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,4087,BUSINESS,4.7,114,8.6,5000,1,0,1,Business,30-Mar-18,3.1.0.2,4.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5766,1851,GAME,4.4,1604146,57,10000000,1,0,4,Action,27-Jun-18,4.8.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5767,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5768,563,WEATHER,4.4,260137,13,10000000,1,0,2,Weather,16-Jul-18,3.8.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5769,439,FAMILY,2.9,2079,5.6,100000,1,0,1,Entertainment,6-Jun-15,1.2.2,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5774,7482,VIDEO_PLAYERS,3.8,1156,23,100000,1,0,1,Video Players & Editors,20-Oct-15,1.3.9b,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5775,7089,BOOKS_AND_REFERENCE,4.8,6,1.6,1000,1,0,1,Books & Reference,14-Feb-17,5,3.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,3663,FOOD_AND_DRINK,5.0,1,24,100,1,0,1,Food & Drink,5-Apr-18,10,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5777,3306,PRODUCTIVITY,3.9,127,5.9,1000,0,0.99 ,1,Productivity,24-Dec-17,7.0.1,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5778,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,613,FAMILY,4.7,54,44,10000,1,0,1,Entertainment,8-Jun-18,2.1,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,444,FAMILY,4.2,24775,30,100000,1,0,2,Puzzle,12-Oct-15,1.2.1,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5782,354,GAME,4.2,3845,76,500000,1,0,2,Arcade,3-Aug-18,1.6.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5783,2864,BUSINESS,3.7,244,976,10000,1,0,1,Business,26-Oct-15,3.3,2.3.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,351,VIDEO_PLAYERS,4.1,15765,10,1000000,1,0,1,Video Players & Editors,12-Sep-14,2,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5785,672,LIFESTYLE,4.1,305,44,10000,1,0,1,Lifestyle,4-Jul-17,1.5.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,739,GAME,3.8,141,19,10000,1,0,1,Arcade,26-May-18,1.0.6,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5787,350,FINANCE,4.6,4546,3.0,100000,1,0,1,Finance,8-Feb-18,1.2.3,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5789,740,GAME,4.4,21,15,5000,1,0,1,Arcade,28-May-18,0.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5790,7500,GAME,4.2,924,43,100000,1,0,1,Arcade,21-Oct-17,1.5.2,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,353,VIDEO_PLAYERS,4.4,569,2.6,50000,1,0,1,Video Players & Editors,11-Nov-15,1.0.9,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5794,747,GAME,4.6,29,31,1000,1,0,2,Arcade,22-Oct-17,1.3.3,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5795,741,GAME,5.0,8,25,50,1,0,1,Arcade,26-Jun-18,1.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5797,743,GAME,4.5,52,33,5000,1,0,1,Action,26-Jun-18,1.0.5,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5799,748,TOOLS,3.5,17,7.4,5000,1,0,1,Tools,4-Jun-18,3_1,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5801,749,TOOLS,3.9,56,2.3,10000,1,0,1,Tools,19-Dec-16,1.3.2,3.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5802,7106,GAME,4.4,15806,42,1000000,1,0,4,Arcade,6-Jun-18,1.0.7,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5803,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,4611,GAME,3.1,440,9.1,50000,1,0,1,Arcade,26-Nov-12,1.0.6,2.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5806,6769,GAME,4.4,69,2.8,50000,1,0,4,Action,25-Nov-17,1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5808,6045,HEALTH_AND_FITNESS,3.0,94,30,10000,1,0,1,Health & Fitness,9-Jul-18,1.0.2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,744,GAME,3.7,53,14,1000,1,0,1,Adventure,23-Feb-15,3,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5813,7149,FAMILY,3.7,291,37,100000,1,0,1,Simulation,14-Sep-17,2.04,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,2583,GAME,3.9,71,52,10000,1,0,4,Action,1-Dec-16,1.1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5815,4371,FAMILY,4.8,53,4.4,1000,1,0,1,Education,28-Feb-18,1.3,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,7882,GAME,4.6,6344,32,500000,1,0,1,Action,4-Apr-18,1.7,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,352,LIFESTYLE,4.6,10,3.4,500,1,0,1,Lifestyle,31-Aug-15,1.0.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,738,SPORTS,4.5,12,23,1000,1,0,1,Sports,26-Jan-18,5.0.3,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5821,2072,GAME,4.3,6,61,1000,1,0,1,Action,14-Sep-17,1.2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,3623,GAME,5.0,7,15,100,1,0,1,Arcade,27-Sep-17,1.1,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,742,FAMILY,4.3,10446,64,500000,1,0,1,Casual,13-Jul-18,1.0.142,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,746,PERSONALIZATION,4.7,9,12,100,1,0,4,Personalization,3-Feb-17,2.6,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5826,7732,GAME,4.0,82,4.4,5000,1,0,1,Action,6-Jul-15,1.0.2,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5827,750,VIDEO_PLAYERS,3.8,11,3.6,5000,1,0,4,Video Players & Editors,4-May-18,1.0.261,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5828,109,SHOPPING,5.0,2,2.9,100,1,0,4,Shopping,16-Feb-18,1.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5829,356,BOOKS_AND_REFERENCE,4.8,111,10,5000,1,0,1,Books & Reference,21-May-18,1.6.2,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830,753,FAMILY,4.5,11,7.2,100,1,0,1,Entertainment,27-Oct-15,3.0.0,2.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5831,355,TOOLS,4.3,12,3.8,500,1,0,1,Tools,15-May-17,2.2,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5836,7950,PHOTOGRAPHY,3.7,1213,1.1,500000,1,0,1,Photography,23-Jan-18,1.06,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5842,751,BOOKS_AND_REFERENCE,4.3,72,1.9,10000,1,0,1,Books & Reference,21-Dec-15,1,2.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5844,8161,GAME,3.8,489,36,10000,1,0,2,Arcade,17-Mar-15,1.0.3.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5847,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5848,5853,FAMILY,4.6,23,17,10000,1,0,1,Education,12-Sep-16,1,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,752,BOOKS_AND_REFERENCE,4.2,27,4.3,10000,1,0,1,Books & Reference,30-Jan-18,1,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852,6076,FAMILY,5.0,41,4.0,1000,1,0,1,Education,13-Dec-17,10.6,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,6814,WEATHER,3.3,115,5.1,10000,1,0,1,Weather,23-Feb-17,1.4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5859,2682,TOOLS,3.6,9895,2.7,1000000,1,0,1,Tools,3-Feb-17,2,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5860,6420,GAME,4.0,162530,97,10000000,1,0,3,Racing,2-Jul-18,1.0.0.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,5010,FAMILY,4.0,39779,19,5000000,1,0,1,Video Players & Editors;Music & Video,5-Aug-16,4.0.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5862,5104,GAME,4.0,254518,100,10000000,1,0,3,Action,9-Jul-18,2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5863,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5864,6783,GAME,4.2,88901,73,10000000,1,0,4,Action,24-May-18,11.0.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5865,3880,FAMILY,4.3,65146,100,10000000,1,0,3,Simulation,31-May-18,2.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5866,8046,VIDEO_PLAYERS,4.2,104551,18,10000000,1,0,1,Video Players & Editors,19-Dec-17,1.0.10,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5867,3086,PERSONALIZATION,4.5,66321,18,5000000,1,0,1,Personalization,11-Jun-18,2.4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5868,4938,GAME,4.3,29270,44,5000000,1,0,1,Action,25-Jul-18,1.4.3,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5869,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5870,357,COMMUNICATION,4.4,1520,5.2,100000,1,0,1,Communication,31-Dec-16,1.4,4.4 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,360,FAMILY,4.2,97,8.9,10000,1,0,1,Entertainment,9-Jul-18,2.0.0(9),4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5872,363,LIBRARIES_AND_DEMO,4.2,11087,34,1000000,1,0,1,Libraries & Demo,16-Mar-17,4.1.4,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5873,4578,FAMILY,4.2,26426,30,1000000,1,0,1,Education;Education,2-Aug-18,4.1.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5874,358,PHOTOGRAPHY,3.4,2332,1.6,100000,1,0,1,Photography,28-Aug-15,2.2,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5875,110,PRODUCTIVITY,3.2,2728,4.4,500000,1,0,1,Productivity,5-Oct-16,1.0.5,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5876,368,TOOLS,4.0,60,3.7,5000,1,0,1,Tools,19-Mar-18,1,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5877,5776,FAMILY,4.6,227,11,10000,1,0,1,Education,12-Oct-17,2.9.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,362,TOOLS,3.2,24,4.7,10000,1,0,1,Tools,11-Apr-16,1,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5879,4840,LIFESTYLE,4.4,132,33,10000,1,0,1,Lifestyle,6-Mar-18,5.805.180306,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,5394,FINANCE,4.0,463,13,10000,1,0,1,Finance,5-Apr-18,4.2.31,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,5253,VIDEO_PLAYERS,4.7,70,14,1000,1,0,1,Video Players & Editors,7-Jul-18,1.9,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5883,359,MEDICAL,3.7,3,7.3,500,1,0,1,Medical,24-May-18,1.4,3.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5884,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,366,GAME,4.2,162,37,10000,1,0,1,Arcade,25-May-18,1.2.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886,5393,FINANCE,4.1,44,13,1000,1,0,1,Finance,5-Apr-18,4.2.31,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887,756,FAMILY,3.5,24,13,10000,1,0,1,Entertainment,5-Jun-18,1.0.15,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5888,1960,FAMILY,4.8,12,8.4,500,1,0,4,Education,27-Jun-18,3.8.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889,1948,TRAVEL_AND_LOCAL,4.3,201,45,10000,1,0,1,Travel & Local,16-Jul-18,7.9.2.6,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5890,4024,LIFESTYLE,3.9,386,7.9,50000,1,0,1,Lifestyle,18-Feb-17,2.1.5,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,3564,FINANCE,3.5,100,11,10000,1,0,1,Finance,13-Jun-17,3.0.830,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5893,669,FAMILY,4.3,285,6.2,10000,1,0,1,Education,7-Nov-17,4.7,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894,361,BUSINESS,4.4,16,3.7,1000,1,0,1,Business,2-Apr-18,3.4.4,4.2 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895,757,FAMILY,4.8,13,6.0,100,1,0,1,Entertainment,2-Aug-18,1.0.4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5896,670,BOOKS_AND_REFERENCE,3.9,9,8.8,1000,1,0,1,Books & Reference,18-Oct-17,1.6,4.4 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5897,3267,TRAVEL_AND_LOCAL,3.8,43,22,10000,1,0,1,Travel & Local,7-Mar-17,16.51.1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5898,668,FAMILY,4.2,109,30,10000,1,0,1,Education,15-Feb-18,6.0.3,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,5670,BOOKS_AND_REFERENCE,4.0,5300,11,1000000,1,0,1,Books & Reference,28-Nov-17,9.1.284,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
